                                                                                ECG                                                                             25.01.2516.42.59200 
Timestamp,Sample
1737823697.7402077,-103
1737823697.7452075,-110
1737823697.7502077,-116
1737823697.7552075,-116
1737823697.7602077,-109
1737823697.7652075,-104
1737823697.7702076,-94
1737823697.7752075,-91
1737823697.7802076,-100
1737823697.7856302,-114
1737823697.79063,-119
1737823697.7956302,-111
1737823697.80063,-96
1737823697.8056302,-78
1737823697.81063,-61
1737823697.8156302,-55
1737823697.8206303,-51
1737823697.8256302,-38
1737823697.8306303,-24
1737823697.8356302,-34
1737823697.8406303,-67
1737823697.8456302,-95
1737823697.8506303,-97
1737823697.8556302,-87
1737823697.8606303,-95
1737823697.866053,-129
1737823697.871053,-158
1737823697.876053,-163
1737823697.881053,-154
1737823697.886053,-150
1737823697.891053,-146
1737823697.896053,-136
1737823697.901053,-120
1737823697.906053,-101
1737823697.911053,-93
1737823697.916053,-92
1737823697.921053,-95
1737823697.926053,-109
1737823697.931053,-134
1737823697.936053,-139
1737823697.941053,-82
1737823697.9464757,98
1737823697.9514759,514
1737823697.9564757,1188
1737823697.9614758,1761
1737823697.9664757,1641
1737823697.9714758,629
1737823697.9764757,-735
1737823697.9814758,-1637
1737823697.9864757,-1757
1737823697.9914758,-1411
1737823697.9964757,-1023
1737823698.0014758,-715
1737823698.0064757,-429
1737823698.0114758,-196
1737823698.016476,-72
1737823698.0214758,-42
1737823698.0268986,-48
1737823698.0318985,-47
1737823698.0368986,-43
1737823698.0418985,-56
1737823698.0468986,-68
1737823698.0518987,-66
1737823698.0568986,-54
1737823698.0618987,-57
1737823698.0668986,-69
1737823698.0718987,-78
1737823698.0768986,-72
1737823698.0818987,-64
1737823698.0868986,-62
1737823698.0918987,-60
1737823698.0968986,-66
1737823698.1018987,-74
1737823698.1073215,-81
1737823698.1123214,-79
1737823698.1173215,-72
1737823698.1223214,-66
1737823698.1273215,-64
1737823698.1323214,-62
1737823698.1373215,-62
1737823698.1423213,-60
1737823698.1473215,-61
1737823698.1523213,-59
1737823698.1573215,-65
1737823698.1623213,-70
1737823698.1673214,-59
1737823698.1723213,-43
1737823698.1773214,-38
1737823698.1823213,-52
1737823698.1877441,-66
1737823698.1927443,-64
1737823698.1977441,-54
1737823698.2027442,-55
1737823698.2077441,-56
1737823698.2127442,-50
1737823698.217744,-40
1737823698.2227442,-42
1737823698.227744,-54
1737823698.2327442,-67
1737823698.237744,-69
1737823698.2427442,-74
1737823698.247744,-99
1737823698.2527442,-139
1737823698.2577443,-174
1737823698.2627442,-195
